Bowler,Runs,PitchX,PitchY
TE Lawes,0,7.5052718,-0.1182034
TE Lawes,4,8.3202839,-0.5612228
TE Lawes,0,6.1396113,-0.2053969
TE Lawes,0,8.8487153,-0.3312177
J Clark,0,7.3292858,-0.5732225
J Clark,0,9.0769206,-0.6382271
J Clark,0,5.2004954,-0.3310309
J Clark,0,6.3201021,-0.1888168
J Clark,0,9.1026702,-0.4659668
J Clark,0,8.9994813,-0.3333734
TE Lawes,4,7.0787434,-0.0362041
TE Lawes,0,7.876744,-0.3254975
TE Lawes,1,8.9361143,-0.4846051
TE Lawes,1,8.0200635,-0.1151297
J Clark,4,7.4674034,-0.6666185
J Clark,1,7.0514066,-0.1279244
J Clark,0,2.3265459,-0.1393551
J Clark,1,6.431565,-0.2569972
CT Steel,0,3.2569041,-0.3633203
CT Steel,1,8.3802406,-0.0588148
CT Steel,0,4.3150943,-0.3465006
CT Steel,0,3.7586619,-0.4168485
J Clark,0,7.0971634,-0.5367122
J Clark,0,7.3434339,-0.4183476
J Clark,0,11.6623768,-0.4521374
J Clark,0,7.3423418,-0.5527429
J Clark,0,8.2612657,-0.6484144
J Clark,0,7.5938587,-0.1935137
CT Steel,0,2.3435771,-0.1991869
CT Steel,0,4.9441808,0.0128282
CT Steel,0,4.7901689,-0.2555879
CT Steel,0,4.6634032,0.0139765
J Clark,0,6.1415274,-0.222629
J Clark,0,8.9460963,-0.2935726
J Clark,0,12.0067641,-0.4482101
J Clark,0,11.8411302,-0.4083924
CT Steel,1,6.048756,-0.2774402
CT Steel,0,3.9981451,-0.6680871
CT Steel,0,3.3966167,-0.2698883
CT Steel,0,3.8047498,0.0374414
CT Steel,0,5.023867,-0.0344641
J Clark,4,5.3293742,-0.455375
J Clark,0,5.9017157,-0.2819616
J Clark,0,10.0567909,-0.5201288
CT Steel,0,3.2549366,-0.3622485
CT Steel,0,4.7566837,-0.2819742
CT Steel,0,2.8807705,-0.128297
CT Steel,1,3.6541454,0.2552761
CT Steel,0,3.7799882,0.0337422
J Clark,0,6.4772802,-0.0299944
J Clark,0,8.3311746,-0.1489056
J Clark,0,10.4323117,-0.4924639
J Clark,0,9.4235105,-0.562674
J Clark,0,10.3745095,-0.5215401
CT Steel,0,3.3484777,-0.2484224
CT Steel,0,5.28549,-0.5848101
J Clark,0,6.4635902,-0.3640381
J Clark,0,8.6472871,-0.4598936
J Clark,1,6.0341965,-0.1156242
J Clark,0,9.6065,-0.4549052
J Clark,0,8.0055178,-0.5114083
CT Steel,0,3.6175523,-0.1780235
CT Steel,0,3.875366,-0.1600335
CT Steel,1,3.1051462,-0.1718989
CT Steel,0,4.5670779,-0.1316571
TE Lawes,0,8.2593547,0.1109949
TE Lawes,0,5.3466551,-0.1904918
TE Lawes,0,8.2334458,-0.422178
CT Steel,0,3.6841024,-0.111146
CT Steel,0,3.321991,0.0997388
CT Steel,0,2.717797,-0.3541197
CT Steel,0,5.3073454,-0.1780401
CT Steel,0,3.6508419,-0.1786599
TE Lawes,1,5.6435144,-0.0964237
TE Lawes,1,6.7421565,-0.0196381
CT Steel,0,4.33436,-0.3606566
CT Steel,0,5.4405229,-0.1200451
CT Steel,0,5.7716229,-0.1321341
CT Steel,0,6.95,-0.0019282
CT Steel,0,5.2665994,-0.231386
TE Lawes,0,12.5438557,-0.4253617
TE Lawes,0,11.3554648,-0.2789933
TE Lawes,0,6.6847413,-0.1980474
TE Lawes,0,11.6784549,-0.3002477
CT Steel,2,6.496551,-0.4087663
CT Steel,0,1.3482799,-0.0010297
CT Steel,0,3.5518034,-0.3965267
CT Steel,0,5.1358159,0.0076869
TE Lawes,0,5.9976638,0.010497
TE Lawes,1,12.7094616,-0.2910159
TE Lawes,0,6.1757312,-0.1101523
CT Steel,0,5.6777647,-0.0517451
CT Steel,0,3.9091132,-0.1152929
CT Steel,0,4.0550515,-0.034653
CT Steel,0,5.7857778,-0.0174625
CT Steel,0,4.51096,0.0080652
CT Steel,0,3.8230275,-0.0825923
TE Lawes,0,7.689367,-0.3886306
TE Lawes,0,12.7328878,-0.3211103
TE Lawes,0,6.2194386,0.0055119
TE Lawes,0,10.0392413,-0.2466494
CT Steel,0,3.5034793,0.0033556
CT Steel,0,6.1642287,-0.0428303
CT Steel,0,6.7878651,0.0871212
TE Lawes,4,8.8290594,-0.5863345
TE Lawes,4,10.8715078,-0.6216493
TE Lawes,0,10.6956787,-0.6348471
TE Lawes,0,4.2461414,0.0183809
CT Steel,0,2.4719355,-0.0190764
CT Steel,0,5.8828032,-0.2702854
CT Steel,0,6.5764588,-0.0145642
CT Steel,0,5.859196,-0.1056408
TE Lawes,0,9.1581974,-0.1090195
TE Lawes,0,8.8748628,-0.0078551
TE Lawes,0,7.874142,0.070352
TE Lawes,0,7.3602323,-0.0596441
TE Lawes,0,8.9353273,-0.1403958
CT Steel,0,5.1704173,-0.3169741
CT Steel,0,3.3893322,0.136391
CT Steel,0,5.1185923,-0.199506
CT Steel,0,2.7133519,-0.2479765
CT Steel,0,4.1252775,-0.0406044
CT Steel,4,6.3610025,-0.0766262
TE Lawes,0,10.2122607,-0.1874957
TE Lawes,0,10.2898743,-0.2226666
TE Lawes,1,10.6890619,-0.2193254
TE Lawes,0,9.1451399,-0.2631805
CT Steel,0,6.0500291,0.048553
CT Steel,4,3.7191027,-0.0836329
CT Steel,0,5.9259168,-0.1498587
CT Steel,0,4.1979019,0.0680784
CT Steel,0,3.3567667,-0.1617348
TE Lawes,0,8.3524692,-0.0837112
TE Lawes,0,8.7560661,-0.3552939
TE Lawes,0,7.6489555,-0.3063014
CT Steel,0,3.0818329,-0.1259358
CT Steel,0,4.7640093,-0.5211915
CT Steel,0,4.5692056,-0.2822536
CT Steel,0,4.1486157,0.053062
CT Steel,0,3.6460555,0.0107858
TE Lawes,1,7.4559676,-0.3986293
TE Lawes,0,12.249615,-0.1786981
TE Lawes,0,10.4060821,-0.1888673
CT Steel,0,4.5561874,-0.4287027
CT Steel,0,2.6037873,-0.1532132
CT Steel,0,4.5637209,-0.1658173
KAJ Roach,0,3.2618138,-0.6861906
KAJ Roach,0,4.0417061,-0.3903557
KAJ Roach,6,6.2119415,0.0426139
KAJ Roach,4,5.6854925,0.0303644
KAJ Roach,4,11.0620404,-0.2422651
KAJ Roach,2,4.1901976,-0.0340031
DJ Worrall,0,6.9639896,-0.2763274
DJ Worrall,0,9.1373293,-0.3228244
DJ Worrall,0,6.4412002,-0.2700296
DJ Worrall,0,7.3300684,-0.4506403
DJ Worrall,0,10.5525305,-0.4478899
KAJ Roach,0,8.0569788,-0.141673
KAJ Roach,0,7.2541684,-0.4230651
KAJ Roach,0,6.9296619,-0.3774993
KAJ Roach,0,7.4801682,-0.2304336
KAJ Roach,0,8.3780887,-0.3972506
KAJ Roach,0,7.4000342,-0.3626708
KAJ Roach,0,8.2196409,-0.4288445
DJ Worrall,0,5.9687517,-0.3074357
DJ Worrall,1,7.5179593,-0.2606172
DJ Worrall,0,11.9208085,-0.5229571
DJ Worrall,0,10.3391107,-0.5483964
DJ Worrall,0,11.7930702,-0.5745559
KAJ Roach,0,7.2626834,-0.2748482
KAJ Roach,0,9.0289919,-0.397901
JA Porter,0,8.4721612,0.3820001
JA Porter,0,9.0536308,0.4739979
JA Porter,1,8.8963628,0.3788197
JA Porter,0,7.0104247,0.1618588
JA Porter,0,9.1415446,0.5430472
SJ Cook,2,6.82815,-0.3682714
SJ Cook,0,7.4653887,-0.2769481
SJ Cook,0,6.8433567,0.6571072
SJ Cook,1,6.5641509,0.3729403
SJ Cook,0,6.2555049,0.3975701
SJ Cook,0,8.0468359,0.5200614
JA Porter,1,8.1826431,0.2088922
SJ Cook,0,5.1126491,0.4143789
SJ Cook,0,7.7179637,0.5346433
SJ Cook,0,7.4995433,0.4579602
SJ Cook,0,7.0436232,0.2018073
SJ Cook,0,7.0522337,0.299013
SJ Cook,0,6.6988543,0.3213073
JA Porter,1,7.7498117,0.2477151
JA Porter,6,5.4195055,0.1596515
JA Porter,3,6.4780327,0.5559051
SJ Cook,0,7.7185965,0.3048041
SJ Cook,0,7.181478,0.2093731
SJ Cook,0,6.7079716,0.2488827
SJ Cook,0,7.8530097,0.1342705
SJ Cook,0,8.4515021,0.124215
SJ Cook,0,6.6858093,0.32178
S Snater,0,6.948142,0.1193521
SJ Cook,3,6.8938594,0.2117391
SJ Cook,0,7.5222955,-0.3087945
SJ Cook,0,7.2842994,-0.5875429
SJ Cook,0,8.8390326,-0.5275255
SJ Cook,0,7.0653209,-0.4619565
S Snater,0,6.6565412,0.2510382
S Snater,0,7.1134233,0.313177
SJ Cook,2,5.2772838,0.2514868
SJ Cook,0,7.3149452,0.383705
SJ Cook,0,8.0413706,0.2479255
SJ Cook,0,4.7555353,0.2044337
SJ Cook,0,7.9108367,0.3184664
SJ Cook,0,10.0558896,0.3694904
S Snater,0,6.2810048,-0.0905229
S Snater,0,6.2043573,-0.394257
S Snater,0,7.3797626,-0.0978102
S Snater,0,7.5036997,-0.41206
S Snater,0,7.1647974,-0.4521946
S Snater,0,7.0900027,-0.2328817
SJ Cook,0,7.6165313,0.2988769
SJ Cook,0,6.8058116,0.2795854
SJ Cook,0,7.2509287,0.3967714
SJ Cook,0,6.7025616,0.34653
SJ Cook,0,6.0131195,0.3491221
SJ Cook,0,7.0973188,0.3154631
S Snater,0,7.8138235,-0.4584131
S Snater,0,7.448129,-0.231768
S Snater,0,7.0888729,-0.2654456
S Snater,0,6.944016,-0.2117097
S Snater,0,7.8817111,-0.281002
S Snater,4,5.304248,-0.3443347
SJ Cook,0,7.0686372,0.5926456
SJ Cook,0,5.6025162,0.3243653
SJ Cook,0,6.6555216,0.4648304
SJ Cook,0,8.6574898,0.4432007
SJ Cook,0,12.5123536,0.4312203
SJ Cook,0,6.3363869,0.4340269
S Snater,0,7.7175993,-0.4703088
S Snater,2,8.7112513,-0.5335173
S Snater,0,7.9912521,-0.3161833
S Snater,0,8.1185297,-0.2541407
S Snater,0,7.8122541,-0.3899288
S Snater,0,6.1684287,-0.1278454
SJ Cook,0,7.2368706,0.5828292
SJ Cook,0,7.4929961,0.3653319
SJ Cook,4,6.2642659,0.4851518
SJ Cook,0,7.7600224,0.1612948
SJ Cook,0,6.2916212,0.4533776
SJ Cook,0,6.402955,0.072739
S Snater,1,6.7398116,-0.327128
S Snater,3,6.1497535,0.4961142
S Snater,4,5.4068015,0.0285808
S Snater,0,8.8029299,-0.4468182
S Snater,0,8.1883325,-0.2945701
S Snater,0,4.836338,-0.3533304
SJ Cook,0,6.9809913,0.4038144
SJ Cook,0,7.7847707,0.3043738
SJ Cook,0,8.2556499,0.2816101
SJ Cook,0,7.7370928,-0.4177627
S Snater,4,6.1578215,-0.4952514
SJ Cook,0,8.9172803,-0.4776195
SJ Cook,0,8.6784288,-0.4421267
SJ Cook,0,10.7220371,-0.4228746
SJ Cook,0,6.2391965,-0.3605096
SJ Cook,0,12.7389871,-0.5210089
S Snater,0,5.6832379,-0.3961215
S Snater,0,5.8112003,-0.2605129
S Snater,0,5.0733277,-0.2013846
S Snater,0,5.9713628,-0.3612151
S Snater,4,5.7879695,-0.378573
S Snater,0,5.9879818,-0.4088046
JA Porter,0,8.4668118,-0.4450662
S Snater,0,8.1637613,-0.352371
S Snater,0,6.3869292,-0.2436447
S Snater,0,8.2045873,-0.2666188
S Snater,0,6.6637393,-0.3375191
S Snater,0,5.7432769,-0.5650626
SJ Cook,0,9.1762621,-0.4171489
SJ Cook,0,7.4664996,-0.4205392
SJ Cook,0,8.5355658,-0.5983588
SJ Cook,0,6.4187276,-0.3932984
SJ Cook,0,6.5040264,-0.4819088
SJ Cook,0,8.8502328,-0.6252999
S Snater,0,7.9728559,-0.3612188
S Snater,0,7.7492265,-0.3172798
S Snater,0,7.9612362,-0.615271
SJ Cook,0,7.025156,-0.3480827
SJ Cook,0,8.9305369,-0.475268
SJ Cook,0,8.5311145,-0.5203179
SJ Cook,4,6.5784218,-0.2480515
SJ Cook,0,8.1560113,-0.4258986
SJ Cook,0,7.0641535,-0.4589127
S Snater,1,8.4166396,-0.2297542
SJ Cook,0,8.1014092,-0.4691367
SJ Cook,0,8.758122,-0.6149309
SJ Cook,0,6.2578922,-0.2448864
SJ Cook,1,7.9962998,-0.4488203
SJ Cook,0,8.349327,-0.3646932
SJ Cook,0,8.5263063,-0.488302
JA Porter,0,6.7191603,-0.1811757
JA Porter,0,5.2074447,-0.392862
JA Porter,0,8.9977377,-0.4381543
JA Porter,0,5.3441322,-0.2570433
JA Porter,0,7.0346596,-0.3557515
JA Porter,0,7.6534852,-0.4380885
JA Porter,1,8.0886175,-0.4533572
JA Porter,0,6.8200107,-0.3358806
JA Porter,0,8.5486166,-0.3759433
JA Porter,0,5.5692376,-0.2634807
JA Porter,1,8.4152228,-0.3780863
JA Porter,0,6.6467077,-0.2953416
NRM Thain,0,7.3755944,-0.590619
NRM Thain,4,12.1688762,-0.7871976
NRM Thain,0,8.7106401,-0.5418567
NRM Thain,2,10.683013,-0.6508409
JA Porter,2,9.463333,-0.4154084
JA Porter,0,7.6517336,-0.4451735
JA Porter,0,7.5072094,-0.4587672
JA Porter,4,6.42916,-0.2073152
JA Porter,2,5.9539004,-0.1654985
JA Porter,1,7.6058434,-0.3047913
JA Porter,0,7.7263724,-0.3925171
JA Porter,2,4.3001758,-0.301014
JA Porter,0,13.0246695,-0.4790437
JA Porter,0,8.8471122,-0.4318032
JA Porter,4,5.8970101,-0.4191566
JA Porter,0,9.8668998,-0.594729
JA Porter,0,6.6510495,-0.318324
JA Porter,1,9.0156884,-0.3304662
JA Porter,0,7.816171,-0.5063483
JA Porter,6,7.2087921,-0.551616
JA Porter,0,7.9165733,-0.306574
JA Porter,4,8.6458634,-0.4010409
SR Harmer,0,5.0441371,-0.3721321
SR Harmer,0,5.6013815,-0.2798804
SR Harmer,0,5.8306893,-0.3074151
SJ Cook,0,12.1630361,-0.3788323
SJ Cook,0,5.4825905,-0.2695458
SJ Cook,0,7.5890257,-0.6450541
SJ Cook,0,6.9296266,-0.1942148
SJ Cook,0,6.2585616,-0.7305273
WSA Williams,4,6.0645744,-0.431042
WSA Williams,0,6.9772864,-0.1991616
WSA Williams,2,7.5037526,-0.2267219
WSA Williams,0,5.7959449,-0.3362107
WSA Williams,1,7.0367985,-0.3516369
WSA Williams,0,6.8476149,0.6092572
WSA Williams,0,7.0315414,-0.2781912
WSA Williams,0,7.838198,-0.4272006
WSA Williams,1,8.0222063,-0.3522463
WSA Williams,0,6.1163601,0.4475107
WSA Williams,1,4.7563589,0.5709965
WSA Williams,0,8.6715555,-0.3929991
WSA Williams,0,6.9732482,-0.291202
WSA Williams,2,7.8894201,-0.235026
WSA Williams,4,6.5502631,-0.5426908
WSA Williams,1,7.6925843,-0.4087797
WSA Williams,0,9.3575599,0.4836645
WSA Williams,0,8.9118098,0.3550936
WSA Williams,1,8.4984082,0.5687183
WSA Williams,1,7.1426427,-0.4066102
WSA Williams,0,8.0072191,0.4858665
WSA Williams,0,9.1463357,0.5442954
WSA Williams,0,7.0650618,0.4751079
WSA Williams,0,7.4796963,0.4500302
GP Balderson,0,8.104287,-0.3292982
GP Balderson,0,6.3264166,-0.3320168
GP Balderson,0,8.4345044,-0.3581796
GP Balderson,0,9.7427843,-0.3784963
GP Balderson,0,5.0754674,-0.2711719
GP Balderson,1,7.0811523,0.3213205
GP Balderson,0,8.4916691,-0.2459472
GP Balderson,0,9.2174899,-0.3275684
GP Balderson,0,8.8118355,-0.4261829
GP Balderson,0,8.1798191,-0.2320909
GP Balderson,0,6.689142,-0.1788786
TE Bailey,1,6.9438106,-0.325608
TE Bailey,0,8.3158229,-0.1595781
TE Bailey,0,7.4544221,0.5355755
GP Balderson,0,8.0856748,-0.2686541
GP Balderson,0,7.9066547,-0.2548732
GP Balderson,0,7.5433282,-0.030455
GP Balderson,0,9.8619419,-0.3684382
GP Balderson,2,6.0577629,-0.0150895
NM Lyon,0,5.8945696,0.2853089
NM Lyon,0,6.2236046,-0.0610189
NM Lyon,0,5.4161214,0.0676853
NM Lyon,0,4.5233298,-0.0689591
NM Lyon,0,4.9225169,0.1038048
NM Lyon,0,4.6514255,-0.7482357
NM Lyon,0,4.925397,-0.4524878
NM Lyon,0,4.2605706,-0.3271441
NM Lyon,0,5.1266596,-0.3603372
NM Lyon,0,6.0337537,-0.2884397
TE Bailey,4,7.8824561,-0.3419348
TE Bailey,0,5.7395902,-0.3336564
TE Bailey,0,6.7856964,-0.0511022
TE Bailey,0,7.209258,-0.2199981
TE Bailey,0,8.6784593,-0.3137212
TE Bailey,0,6.6884305,-0.4652277
TE Bailey,1,8.5072895,-0.2952351
TE Bailey,0,7.3215238,0.9066822
TE Bailey,0,6.6143594,0.6965312
TE Bailey,0,4.1173768,0.7076003
TE Bailey,0,7.0216878,0.2939826
TE Bailey,0,4.5336869,0.3486983
TE Bailey,4,7.3328194,-0.0986584
TE Bailey,0,6.2740381,-0.0561685
TE Bailey,2,8.6228817,0.0086007
TE Bailey,4,6.9815146,0.2127454
GP Balderson,0,5.1585039,-0.5659157
GP Balderson,4,6.9061459,-0.2847973
GP Balderson,2,8.2215139,-0.1604064
GP Balderson,2,6.2744209,-0.3425414
GP Balderson,0,7.6881344,-0.4426666
GP Balderson,2,7.1588417,-0.2695069
GP Balderson,0,6.98874,-0.2694265
GP Balderson,0,5.3238701,-0.1773129
GP Balderson,0,9.9126578,-0.4077449
GP Balderson,1,7.4505147,-0.2076468
GP Balderson,1,8.2069111,-0.040386
GP Balderson,4,5.5781279,-0.3174038
GP Balderson,0,8.2915834,-0.4207673
GP Balderson,0,7.0656168,-0.2382604
GP Balderson,0,7.6844995,-0.5878254
GP Balderson,4,4.4429507,-0.135489
GP Balderson,0,8.1617382,0.3162591
GP Balderson,0,6.9440034,0.177754
GP Balderson,0,6.6282824,0.2139636
GP Balderson,0,7.1868762,0.2661041
GP Balderson,0,7.3744431,0.1093137
GP Balderson,0,7.0713021,0.2007972
GP Balderson,1,3.8360042,0.6444884
GP Balderson,0,6.7147662,-0.2460563
GP Balderson,0,8.2599622,-0.3903881
GP Balderson,0,7.4557312,-0.6784433
GP Balderson,0,6.7060217,-0.449966
GP Balderson,2,9.334173,-0.5455894
GP Balderson,0,8.0119018,-0.2528195
GP Balderson,0,8.3591031,-0.4062506
GP Balderson,0,7.9441759,-0.339398
GP Balderson,0,7.3668075,-0.2613217
GP Balderson,0,6.8226395,-0.2428496
GP Balderson,0,5.9760604,-0.3210689
WSA Williams,0,7.5633564,-0.5139235
GP Balderson,4,6.3319866,-0.0101842
GP Balderson,0,7.3784811,-0.3984858
GP Balderson,0,8.6833979,-0.4264241
GP Balderson,4,5.441828,-0.0951718
GP Balderson,0,7.63958,-0.3013596
GP Balderson,0,5.4621617,-0.4094137
TE Bailey,0,6.6180762,-0.4816205
TE Bailey,0,9.6969522,-0.5608084
TE Bailey,0,4.9701973,-0.528319
TE Bailey,0,8.2805961,-0.308566
TE Bailey,0,5.0612086,-0.2222726
TE Bailey,0,6.7521046,-0.3189715
TE Bailey,0,9.5221049,-0.2402086
TE Bailey,0,5.5742026,-0.168884
TE Bailey,0,5.9820112,-0.2869963
TE Bailey,0,7.320445,-0.5509374
TE Bailey,0,8.1866145,-0.2530825
JM Blatherwick,0,7.2941355,-0.2836016
JM Blatherwick,0,6.6735907,-0.1219909
JM Blatherwick,1,6.4196912,-0.0154281
JM Blatherwick,4,10.2888438,-0.2679948
JM Blatherwick,1,9.3351795,-0.3207545
JM Blatherwick,1,9.0252422,-0.2755619
JM Blatherwick,0,7.8342171,-0.1743195
JM Blatherwick,0,8.6513204,-0.4267795
JM Blatherwick,0,8.1623588,-0.0795317
JM Blatherwick,0,8.8338202,-0.4681235
JM Blatherwick,0,4.2504798,-0.0101147
JM Blatherwick,1,9.1269489,-0.3161962
JM Blatherwick,0,9.9392604,-0.2971475
JM Blatherwick,0,4.9857733,-0.2480822
JM Blatherwick,1,8.7411131,-0.1035885
LWP Wells,0,3.1378005,-0.2494477
LWP Wells,4,3.9342914,-0.5220504
JM Blatherwick,0,9.3722849,-0.3256965
JM Blatherwick,0,7.4827708,-0.4362676
JM Blatherwick,1,10.1877739,-0.2145935
JM Blatherwick,0,8.9892026,-0.4536208
NM Lyon,0,5.8447529,-0.2339908
JM Blatherwick,0,8.6412252,-0.2952072
JM Blatherwick,0,8.2005424,-0.3885372
JM Blatherwick,0,7.5634614,-0.2735098
JM Blatherwick,0,5.6248544,-0.1569069
JM Blatherwick,0,6.5601536,-0.1858326
JM Blatherwick,4,4.531708,0.2006273
TE Bailey,0,7.2061115,-0.2585947
WSA Williams,0,5.7066278,-0.1547769
WSA Williams,0,6.7100586,-0.460332
WSA Williams,0,5.9080046,-0.2483258
WSA Williams,0,6.0217764,-0.2988992
WSA Williams,1,6.6486865,-0.1683183
WSA Williams,0,5.5469512,-0.2945526
TE Bailey,1,9.10784,-0.1745775
TE Bailey,6,11.8430699,-0.433566
TE Bailey,4,4.9718288,0.0484479
WSA Williams,1,8.6958265,-0.46151
WSA Williams,1,6.4953501,-0.1368123
WSA Williams,0,5.1024213,-0.2857232
WSA Williams,1,8.841841,-0.2646383
WSA Williams,0,5.5309426,-0.3931197
WSA Williams,0,6.8273875,-0.2399009
TE Bailey,0,7.3503192,-0.4344337
TE Bailey,1,9.7422771,-0.393134
TE Bailey,2,7.2941067,-0.0171211
TE Bailey,0,8.2250749,-0.3125379
TE Bailey,0,4.8533623,-0.2699236
WSA Williams,1,8.5442004,-0.2975375
WSA Williams,0,8.4644165,-0.4548446
WSA Williams,0,6.9762134,-0.430267
WSA Williams,1,7.46529,-0.1803747
WSA Williams,0,4.8548489,-0.3837441
WSA Williams,0,6.6522534,-0.3017576
TE Bailey,0,8.4069158,-0.2302911
TE Bailey,0,7.3328516,-0.359065
TE Bailey,0,7.5477268,-0.3549086
TE Bailey,0,7.8269017,-0.3701403
TE Bailey,0,7.5401008,-0.3926523
TE Bailey,1,12.4389341,-0.5141048
GP Balderson,0,7.5437089,-0.1143066
GP Balderson,0,7.9889721,-0.3086621
GP Balderson,0,9.6198917,-0.3849427
GP Balderson,0,4.7188837,-0.3520093
GP Balderson,0,7.9100981,-0.3479576
GP Balderson,1,11.0287114,-0.088045
TE Bailey,0,10.2546174,-0.1448754
GP Balderson,1,8.2360071,-0.2748164
GP Balderson,0,6.4551496,-0.2489707
GP Balderson,1,8.6727867,-0.5582231
GP Balderson,1,7.1810807,-0.1496214
GP Balderson,0,13.6193271,-0.323046
GP Balderson,1,13.4834557,-0.1838357
WSA Williams,0,8.8089932,-0.3968611
WSA Williams,0,8.5973756,-0.7044931
WSA Williams,1,12.8686517,-0.5752732
GP Balderson,0,6.6953431,-0.2445053
GP Balderson,0,7.7904252,-0.2180756
GP Balderson,0,7.9567934,-0.2487511
GP Balderson,0,2.9279845,-0.0260935
GP Balderson,0,6.2568021,-0.2131282
GP Balderson,1,7.3507023,-0.1405414
GP Balderson,0,8.9140065,-0.4798284
GP Balderson,2,7.1816449,-0.0865426
GP Balderson,4,3.5901759,-0.3630165
GP Balderson,0,1.7182722,-0.320516
LWP Wells,0,5.9513427,-0.3887642
LWP Wells,0,4.9396405,-0.3682368
LWP Wells,1,6.6806239,-0.2365613
LWP Wells,0,6.5872261,-0.1245963
LWP Wells,0,6.8472363,-0.1082524
LWP Wells,0,6.472688,0.1202157
LWP Wells,0,5.1190038,-0.2858096
LWP Wells,0,5.3229154,-0.0576878
LWP Wells,0,8.0237044,0.2940233
LWP Wells,1,6.3784432,-0.3893744
LWP Wells,0,5.7773854,-0.1899692
NM Lyon,0,5.987734,-0.1163148
LWP Wells,0,5.3037516,-0.2411079
LWP Wells,0,5.124713,-0.7085991
LWP Wells,2,5.1796176,0.0204959
LWP Wells,0,7.0123635,-0.2397471
LWP Wells,1,6.3690218,-0.0758086
LWP Wells,0,8.1328196,-0.0846741
LWP Wells,0,8.0841652,-0.0819407
LWP Wells,0,6.8649575,-0.135275
LWP Wells,0,6.055576,-0.4179421
LWP Wells,1,6.5658821,-0.445482
LWP Wells,1,8.3442665,0.0388986
LWP Wells,1,3.8776409,-0.4709487
LWP Wells,0,6.4291899,-0.077764
SJ Cook,0,3.6970434,0.089385
SJ Cook,1,5.7361778,0.2969735
SJ Cook,0,6.1942163,0.44049
SJ Cook,0,8.5801493,0.5566468
SJ Cook,0,7.6236722,0.37579
SJ Cook,0,7.7696443,0.2668332
JA Porter,0,5.5293776,0.3013195
JA Porter,0,6.62784,0.464435
JA Porter,0,8.7073445,0.4339319
JA Porter,0,7.1483287,0.3924773
SJ Cook,3,6.0449419,0.2568148
SJ Cook,0,9.0255629,0.4807182
SJ Cook,0,8.5407164,0.5327716
SJ Cook,0,9.0984845,0.4398894
SJ Cook,2,6.7410107,0.3117152
JA Porter,0,11.3472474,0.5655691
JA Porter,0,7.8836974,0.3768758
JA Porter,0,8.591882,-0.4598279
JA Porter,0,8.8304149,-0.4124461
JA Porter,0,8.3280118,-0.3208293
JA Porter,0,8.8048969,-0.290684
SJ Cook,0,12.7385593,-0.3968935
JA Porter,0,7.9143956,0.4929223
JA Porter,0,7.0511779,0.5418265
JA Porter,0,8.5563359,0.5390823
JA Porter,0,7.6708329,0.3585737
JA Porter,0,6.8798917,0.4523166
JA Porter,0,8.6533536,0.27595
JA Porter,0,10.2077788,-0.4455742
JA Porter,0,7.5115692,-0.2442471
JA Porter,0,9.0543732,-0.4277292
JA Porter,0,7.6479803,-0.2988837
JA Porter,0,8.3033067,-0.4254698
JA Porter,1,4.5906631,-0.2460648
JA Porter,0,7.5522769,-0.320646
JA Porter,0,7.921982,-0.2444743
JA Porter,0,6.5782382,-0.4043025
JA Porter,0,9.6990641,-0.4158851
JA Porter,0,8.9708873,-0.3146123
SJ Cook,0,6.9711813,0.3833058
SJ Cook,0,8.7484595,0.4133414
SJ Cook,0,8.2489242,0.3997326
SJ Cook,4,5.3650627,0.3426982
SJ Cook,0,8.5623634,0.4187718
SJ Cook,0,7.8485892,0.5146597
JA Porter,0,7.3858515,-0.3992866
JA Porter,4,6.2826509,-0.5026002
JA Porter,0,6.577662,-0.2960547
JA Porter,0,7.0828916,-0.3157626
JA Porter,0,7.5112566,-0.426679
JA Porter,0,6.0515797,-0.3257161
SJ Cook,4,9.3038657,0.5665372
SJ Cook,0,7.539275,0.3329131
SJ Cook,0,7.7532517,0.3584269
SJ Cook,0,9.4666991,0.5436885
SJ Cook,0,7.2463191,0.3572383
SJ Cook,0,5.9231956,0.4352856
JA Porter,0,5.6428749,-0.2424491
JA Porter,0,7.8336609,-0.374406
JA Porter,0,9.3053109,-0.4099854
JA Porter,0,8.2231254,-0.4595368
JA Porter,0,7.8670334,-0.6002289
JA Porter,1,8.1486714,-0.4878836
JA Porter,3,6.5656433,0.4851886
JA Porter,2,5.9049667,-0.3477861
JA Porter,1,8.1605183,-0.5748927
JA Porter,0,7.4055787,0.4566681
JA Porter,0,7.6858858,0.4101474
JA Porter,1,7.2509028,0.3632906
SJ Cook,0,9.1512493,0.6062736
SJ Cook,1,9.3345566,0.5977174
SJ Cook,0,7.2868467,-0.3373597
SJ Cook,0,10.2890632,-0.3411497
S Snater,0,7.3165911,0.3764977
S Snater,0,8.8044173,0.3631093
S Snater,0,5.9068325,0.377364
S Snater,0,8.4303058,0.4560909
SJ Cook,0,9.0794006,-0.5207149
S Snater,0,8.1743337,0.2864132
S Snater,0,7.3611937,0.2611375
S Snater,0,8.0321291,0.4037598
S Snater,2,6.9255376,0.3639906
S Snater,0,8.728271,0.364778
S Snater,0,9.6244731,0.5609778
SJ Cook,0,4.9264602,0.2352858
S Snater,0,6.9720474,0.3402768
S Snater,4,6.97135,-0.3148049
